site,point_de_prelevement,date,heure,e_coli_npp_100ml,enterocoques_npp_100ml,id_point_prelevement,desc_point_prelevement
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18059, anse des Hobie Cats (milieu)",2026-04-01,07:45,265.0,10.0,P18059,anse des Hobie Cats (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-04-01,08:15,63.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-04-07,07:05,336.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-04-07,07:15,218.0,10.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-04-07,07:20,481.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-04-07,07:25,173.0,31.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-04-07,07:30,622.0,31.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-04-07,07:35,481.0,110.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-04-07,07:45,262.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-04-07,07:50,218.0,10.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-04-07,08:20,203.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-04-07,08:25,110.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-04-07,08:30,169.0,10.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-04-09,07:00,221.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-04-09,07:05,109.0,10.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-04-09,07:15,637.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-04-09,07:20,441.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-04-09,07:25,520.0,51.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-04-09,07:30,275.0,74.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-04-09,07:40,350.0,20.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-04-09,07:45,379.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18060, anse de la pointe (milieu)",2026-04-09,07:55,187.0,10.0,P18060,anse de la pointe (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-04-09,08:15,51.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-04-13,07:37,203.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-04-13,07:39,2382.0,2187.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-04-13,07:43,556.0,74.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-04-13,07:46,359.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-04-13,07:50,410.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-04-13,07:53,331.0,31.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-04-13,08:00,722.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-04-13,08:06,638.0,10.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-04-13,08:37,1372.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-04-13,08:42,959.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-04-13,08:54,959.0,63.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-04-16,07:08,2851.0,676.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-04-16,07:12,231.0,41.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-04-16,07:21,616.0,109.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-04-16,07:25,305.0,20.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-04-16,07:30,536.0,109.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-04-16,07:34,350.0,74.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-04-16,07:38,109.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-04-16,07:43,145.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18061, anse de l'école de voile (milieu)",2026-04-16,07:52,213.0,10.0,P18061,anse de l'école de voile (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-04-16,08:20,85.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-04-17,08:01,185.0,41.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-04-17,08:04,2481.0,10.0,P18141,Face la Guinche
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-04-20,07:00,63.0,41.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-04-20,07:15,135.0,10.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-04-20,07:20,127.0,20.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-04-20,07:25,216.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-04-20,07:30,345.0,213.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-04-20,07:35,189.0,31.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-04-20,07:45,279.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-04-20,07:50,75.0,10.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-04-20,08:05,315.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-04-20,08:10,121.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-04-20,08:15,75.0,31.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-04-23,07:05,537.0,30.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-04-23,07:15,144.0,10.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-04-23,07:20,889.0,20.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-04-23,07:25,221.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-04-23,07:30,1071.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-04-23,07:35,328.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-04-23,07:50,912.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-04-23,07:55,350.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18059, anse des Hobie Cats (milieu)",2026-04-23,08:00,109.0,10.0,P18059,anse des Hobie Cats (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-04-23,08:30,860.0,20.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-04-27,07:42,238.0,135.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-04-27,07:48,2014.0,801.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-04-27,07:52,160.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-04-27,07:55,213.0,98.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-04-27,08:00,719.0,84.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-04-27,08:08,683.0,199.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-04-27,08:18,563.0,74.0,P18057,Face escalier d'accès
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-04-27,08:22,624.0,52.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18060, anse de la pointe (milieu)",2026-04-27,08:33,488.0,20.0,P18060,anse de la pointe (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-04-27,08:57,241.0,30.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-04-28,07:53,231.0,41.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-04-28,07:55,75.0,10.0,P18141,Face la Guinche
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-05-04,07:00,464.0,74.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-05-04,07:10,156.0,10.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-05-04,07:15,216.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-05-04,07:20,488.0,41.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-05-04,07:25,301.0,31.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-05-04,07:30,368.0,30.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-05-04,07:40,261.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-05-04,07:45,379.0,20.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-05-04,08:10,301.0,41.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-05-04,08:15,323.0,86.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-05-04,08:20,108.0,20.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-05-06,06:55,250.0,20.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-05-06,07:05,275.0,10.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-05-06,07:10,393.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-05-06,07:15,529.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-05-06,07:20,160.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-05-06,07:25,235.0,31.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-05-06,07:40,323.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-05-06,07:45,238.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18061, anse de l'école de voile (milieu)",2026-05-06,07:50,275.0,10.0,P18061,anse de l'école de voile (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-05-06,08:10,288.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2026-05-11,07:01,955.0,290.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-05-11,07:07,160.0,31.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-05-11,07:10,63.0,10.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-05-11,07:17,63.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-05-11,07:20,63.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-05-11,07:23,189.0,31.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-05-11,07:28,241.0,41.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-05-11,07:31,86.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-05-11,07:34,75.0,20.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18059, anse des Hobie Cats (milieu)",2026-05-11,07:41,52.0,10.0,P18059,anse des Hobie Cats (milieu)
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-05-11,08:00,122.0,51.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-05-11,08:08,110.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-05-11,08:14,399.0,368.0,P18043,Face Les Hélices
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-05-11,08:38,189.0,20.0,P18048,Face entrée du Kuendu Beach
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-05-18,08:05,332.0,209.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-05-18,08:10,847.0,960.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-05-18,08:15,708.0,216.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-05-21,06:50,292.0,201.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-05-21,07:00,52.0,20.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-05-21,07:05,201.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-05-21,07:10,197.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-05-21,07:20,121.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-05-21,07:25,145.0,75.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-05-21,07:35,41.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-05-21,07:40,109.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18060, anse de la pointe (milieu)",2026-05-21,07:45,31.0,10.0,P18060,anse de la pointe (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-05-21,08:05,96.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2026-05-26,07:05,31.0,51.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-05-26,07:09,776.0,173.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-05-26,07:12,288.0,288.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-05-26,07:21,3076.0,884.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-05-26,07:24,145.0,31.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-05-26,07:29,197.0,86.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-05-26,07:33,31.0,41.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-05-26,07:40,20.0,31.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-05-26,07:44,10.0,10.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-05-26,08:05,10.0,62.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-05-26,08:12,31.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-05-26,08:25,10.0,10.0,P18043,Face Les Hélices
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-05-27,08:30,52.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-05-28,07:36,243.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-05-28,07:38,313.0,31.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-05-28,07:45,173.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-05-28,07:48,246.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-05-28,07:53,250.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-05-28,07:58,146.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-05-28,08:03,146.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-05-28,08:07,197.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18061, anse de l'école de voile (milieu)",2026-05-28,08:14,823.0,1664.0,P18061,anse de l'école de voile (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-05-28,08:45,160.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-06-01,07:07,213.0,52.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-06-01,07:09,1616.0,488.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-06-01,07:18,134.0,20.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-06-01,07:21,241.0,20.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-06-01,07:25,243.0,52.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-06-01,07:33,185.0,63.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-06-01,07:35,272.0,63.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-06-01,07:38,173.0,98.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-06-01,08:06,160.0,20.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-06-01,08:09,1187.0,789.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-06-01,08:15,179.0,10.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-06-02,07:05,75.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-06-02,07:10,74.0,41.0,P18141,Face la Guinche
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-06-03,08:00,135.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-06-03,08:05,373.0,63.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-06-03,08:10,160.0,52.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-06-04,07:39,41.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-06-04,07:41,86.0,20.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-06-04,07:49,63.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-06-04,07:52,86.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-06-04,07:56,259.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-06-04,08:00,75.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-06-04,08:03,209.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-06-04,08:08,189.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18059, anse des Hobie Cats (milieu)",2026-06-04,08:16,31.0,10.0,P18059,anse des Hobie Cats (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-06-04,08:47,20.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-06-08,07:45,63.0,20.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-06-08,07:55,120.0,97.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-06-08,08:00,241.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-06-08,08:05,10.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-06-08,08:10,146.0,52.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-06-08,08:15,243.0,52.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-06-08,08:25,41.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-06-08,08:30,96.0,10.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-06-08,08:50,122.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-06-08,08:55,318.0,20.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-06-08,09:00,250.0,389.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-06-09,09:10,187.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-06-09,09:15,146.0,41.0,P18141,Face la Guinche
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-06-11,07:10,121.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-06-11,07:20,177.0,20.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-06-11,07:25,160.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-06-11,07:30,95.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-06-11,07:35,98.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-06-11,07:40,983.0,41.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-06-11,07:55,860.0,10.0,P18058,Face piscine Royal Tera Hotel
